1,1
1889,1
3513,2
6063,3
6446,3
6153,3
8791,4
7509,4
8038,4
2528,1
2206,1
1218,1
3844,2
1442,1
5852,3
7803,4
2082,1
6532,3
4772,2
9110,5
5919,3
4511,2
7637,4
9910,5
1128,1
6020,3
2681,1
3938,2
6499,3
5753,3
6139,3
8071,4
5988,3
6448,3
7331,4
1474,1
2354,1
1811,1
1479,1
2244,1
9081,5
8172,4
3016,2
9837,5
1109,1
847,0
3050,2
4375,2
2732,1
5895,3
2779,1
8091,4
6351,3
3705,2
7174,4
3539,2
1790,1
451,0
5107,3
1863,1
6290,3
8000,4
2936,1
1479,1
7161,4
1723,1
8387,4
1559,1
2620,1
9408,5
4677,2
6288,3
245,0
9078,5
2536,1
6876,3
1971,1
4357,2
2273,1
5673,3
8326,4
2428,1
9352,5
1095,1
9281,5
5371,3
468,0
2,0
7395,4
1250,1
5303,3
1629,1
6223,3
229,0
3655,2
4866,2
2591,1
8478,4
171,0
3212,2
6527,3
3520,2
9629,5
2051,1
8479,4
8933,4
8504,4
8117,4
9346,5
5796,3
9034,5
9361,5
8314,4
5519,3
4781,2
3579,2
1725,1
9110,5
3483,2
1456,1
6912,3
333,0
1747,1
3766,2
7715,4
3782,2
4652,2
10,0
180,0
9724,5
7777,4
2002,1
5516,3
7636,4
5495,3
8231,4
841,0
3887,2
7881,4
7797,4
9069,5
6256,3
5732,3
6832,3
8876,4
7638,4
6103,3
4747,2
7325,4
4280,2
738,0
8715,4
208,0
3125,2
9271,5
8137,4
5473,3
7675,4
5619,3
8402,4
1148,1
4155,2
5981,3
7403,4
2457,1
7071,4
7282,4
6973,3
5894,3
4763,2
2426,1
5115,3
1996,1
3484,2
3157,2
5413,3
4402,2
7449,4
5788,3
4678,2
7500,4
5159,3
7885,4
7930,4
7732,4
8069,4
8715,4
8700,4
3259,2
9493,5
9776,5
5053,3
2971,1
2344,1
263,0
9130,5
1680,1
9468,5
5691,3
9970,5
9322,5
6946,3
7653,4
2432,1
43,0
5824,3
4847,2
2814,1
3169,2
5996,3
2784,1
6534,3
4364,2
1033,1
8570,4
498,0
1350,1
366,0
5101,3
1280,1
2083,1
1454,1
3127,2
7992,4
3376,2
183,0
1962,1
4574,2
4448,2
3826,2
3662,2
5831,3
9293,5
9975,5
4802,2
2236,1
9424,5
5043,3
7868,4
9994,5
4992,2
334,0
746,0
6413,3
7887,4
7661,4
8625,4
1409,1
5538,3
4521,2
2896,1
9571,5
8661,4
2971,1
2583,1
4118,2
4022,2
2269,1
8061,4
8463,4
8440,4
1905,1
1454,1
5805,3
3703,2
5809,3
616,0
161,0
9409,5
3577,2
898,0
6992,3
7339,4
3838,2
